Smiles,Solvent,Lifetime (ns),Quantum yield,Fluorescent labeling
CC1=CC=C(NC(=O)C2=NN(C(=O)C=C2)C2=CC=C(F)C=C2)C(C)=C1,,,,No 
CN1N=C(C)C2=CC(=CN=C12)C(=O)NC1=CC=CC=C1Br,,,,No 
ClC1=CC=C(Cl)C(=C1)C(=O)N1CCCC1C(=O)NCC1=CC=CC=C1,,,,No 
CC1=CC=C2NC(=CC2=C1)C(=O)N1CCNC(=O)C1,,,,No 
CC1CC(C)CN(C1)C(=O)NC1=CC=CC(OC(F)(F)F)=C1,,,,No 
COC1=CC(=CC(OC)=C1)C(=O)N1CCCCC2=CC=CC=C12,,,,No 
CC1=C(CN2C=NC3=C(C=NN3C3=CC=CC=C3[N+]([O-])=O)C2=O)C=CC=C1[N+]([O-])=O,,,,No 
O=C1N(CC2=NC(=NO2)C2=CC=CS2)N=NN1C1=CC=CS1,,,,No 
NC(=O)C1CCCCN1CC(=O)N1CCC(CC2=CC=CC=C2)CC1,,,,No 
OC1=CC=C(C=N1)C(=O)N1CCCN(CC2=CC=C(F)C=C2)CC1,,,,No 
CC1=CC=C2N=C(NC(=O)CC3=CN4C=CSC4=N3)SC2=C1,,,,No 
COC1=CC=CC=C1C(=O)NC1=NC2=CC=CC=C2C=C1,,,,No 
O=C(NCC1=NN=C2CCCN12)C1=CN(CC2=CC=CC=C2)N=C1,,,,No 
CN1C=CN=C1S(=O)(=O)CC1=CSC(=N1)C1=CC=CC=C1Cl,,,,No 
CC(=O)N1CCCC1C(=O)NC1=CC=C(Cl)C(=C1)C(F)(F)F,,,,No 
O=C(N1CCC2=C(C1)C=CS2)C1=C2N=CC=C(N2N=C1)C1=CC=CC=C1,,,,No 
O=C(N1CCN(CCOC2=CC=CC=C2)CC1)C1=CC=CN=C1N1CCCCC1,,,,No 
CC1CCCCN1C(=O)C1=CN(CC2=CC=CC=C2)C2=CC=CC=C12,,,,No 
CCN1C(=O)N(CC2=NC(=NO2)C2=CC=CC=C2C)C2=CC=CC=C12,,,,No 
ClC1=CC=CC(=C1)C1(CCCCC1)C(=O)N1CCN(CC(=O)N2CCCC2)CC1,,,,No 
CC(=O)NCC1=CC=C(O1)C1=CSC(=N1)N1CCOCC1,,,,No 
O=C(CC1=CN(N=C1)C1=CC=CC=C1)NC1=CC=CN=C1,,,,No 
O=C(NC1=CC=CC2=C1CCCC2)C1=CC=C(CN2CCCC2=O)C=C1,,,,No 
ClC1=CC=C(C(=O)N2CCCC2C2=CC=C3OCCOC3=C2)C(Cl)=C1,,,,No 
CC(C)C(=O)N1CCC(CC1)NC(=O)C1=CC(Cl)=CC=C1O,,,,No 
CN(C1CCCCC1)C(=O)CN1CCNC(=O)C1C1=C(C)N(N=C1C)C1=CC=CC=C1,,,,No 
CN(C)CC1=CC=CC=C1CNS(=O)(=O)C1=CC=C2CCCC2=C1,,,,No 
CC(C)C1=CC=C(C=C1)C(=O)N1CCN(CC1)C1=NC2=CC=CC=C2N=C1,,,,No 
ClC1=CC=CC(=C1)N1CCN(CC1)C1=CC=CC=N1,,,,No 
COC1=CC=CC=C1N1CCN(CC2=CC=C(OC(F)F)C(OC)=C2)CC1,,,,No 
O=C(CN1C(=O)C2CCCCC2C1=O)NCC1=CC=C2OCCOC2=C1,,,,No 
ClC1=CC=C(C=C1)C(=O)NC1=NC2=CC=CC=C2C=C1,,,,No 
COC1=CC=C(C=C1)C1=NC(CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)=CO1,,,,No 
CN1CCN(C(C1)C1=CC=CC=C1)C(=O)CN1C=NC2=CC=CC=C2C1=O,,,,No 
CN1C=C(C(=O)N2CCN(CC2)C(=O)C2=CC=CC=C2F)C2=CC=CC=C12,,,,No 
FC(F)(F)C1CCCN(C1)C(=O)C1=NC2=CC=CC=C2N=C1,,,,No 
[O-][N+](=O)C1=CC=CC=C1N1N=CC2=C1N=CN(CC(=O)NCC#C)C2=O,,,,No 
CNC(=O)C1=NN(CC2=CC=CC=C2Cl)C(=O)C2=CC=CC=C12,,,,No 
CC1=CC=C(CCC2CCN(CC2)C(=O)CN2C(=O)OC3=CC=CC=C23)C=C1,,,,No 
C1CN(CCN1C1=CC=CC=C1)C1=C2C=CSC2=CC=N1,,,,No 
ClC1=CC(=CC(Cl)=C1)C(=O)N1CCN(CC1)C(=O)C1CCCC1,,,,No 
ClC1=CC=CC=C1C(=O)NC1=NC2=CC=CC=C2C=C1,,,,No 
O=C(CN1CCN(CC1)C(=O)CN1C(=O)OC2=CC=CC=C12)NCC1=CC=CC=C1,,,,No 
CN(C(C1=CC=CC=C1)C1=CC=CC=C1)C(=O)C1CCN(CC1)C(=O)C1CC1,,,,No 
CCOC1=CC=CC=C1N1CCN(CC1)C(=O)C1CN(C2CCCC2)C(=O)C1,,,,No 
COC1=CC=C(CCC(=O)N2CCC(CC2)NC(=O)C2=CC=C(F)C=C2)C=C1,,,,No 
ClC1=CC=C(C=C1)C1(CC1)C(=O)NC1=NC(=CS1)C1=CC=CN=C1,,,,No 
COCCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,,,,No 
CC1=CC=C(NC(=O)C2=CN(CC3=CC=CC=C3)N=N2)C(Cl)=C1,,,,No 
NC(=O)C1=CC=CN=C1NC1CCN(CC2=CC=CC=C2)CC1,,,,No 
CC1OC2=CC=CC=C2N(CCC(=O)N2CCC(CC2)C2=CC=CC=C2)C1=O,,,,No 
ClC1=CC=C(C=C1)C(=O)NC1=CC=CC(OC2=NC=CC=N2)=C1,,,,No 
CC1=CC=C(OCC2=CN3C=C(Cl)C=CC3=N2)C(=N1)[N+]([O-])=O,,,,No 
COC1=CC=CC(=C1)C(=O)N1CCN(CC1)C1=CN=CC=N1,,,,No 
FC1=CC=C(Br)C(=C1)C(=O)NC1=CC=CC(CN2C=CC=N2)=C1,,,,No 
CC1=CC2=CC(NC(=O)C3=CC=C(F)C=C3Br)=CC=C2N1,,,,No 
FC1=CC=C(SCC(=O)NC2=CC(=NN2C2=CC=CC=C2)C2CC2)C=C1,,,,No 
C(CN1CCN(CC2=CC=CC=C2)CC1)NC1=NC2=CC=CC=C2N=C1,,,,No 
CC1=CC=C(C=C1)C1=NC(CN2N=C(C=CC2=O)N2C=NC=N2)=NO1,,,,No 
ClC1=CC=CC=C1C1=CC=C(O1)C(=O)NCC1=CC=CC(NC(=O)C2=CC=CN=C2)=C1,,,,No 
O=C(CC1=CSC(NC(=O)C2=CC=CS2)=N1)N1CCCC2=CC=CC=C12,,,,No 
FC1=CC=C(C=C1)C1=CC=C(S1)C(=O)NC1CCN(CC1)C(=O)C1CC1,,,,No 
Cl.O=C1NCCCCC1NCC1=CC=C2OCCOC2=C1,,,,No 
BrC1=CC=CC(NC(=O)C2=C(C3CC3)N(CC3=CC=CC=C3)N=C2)=C1,,,,No 
CC(=O)N1CCCC1C(=O)NC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,,,,No 
CCN1C=C(C(=O)N2CCCN(CC3=CC=CC=C3)CC2)C2=CC=CC=C12,,,,No 
O=C(NCC1=CC=CN=C1N1C=CC=N1)C1=CC=CC(NC2=NC=CC=N2)=C1,,,,No 
CC1=CC(=NO1)N(CC1=CC=CC=C1F)S(=O)(=O)C1=CC=C(Cl)N=C1,,,,No 
CC1=NN=C(SCCOC2=CC=CC(=C2)[N+]([O-])=O)N1C1=CC=CC=C1C,,,,No 
O=C(CN1C(=O)OC2=CC=CC=C12)N1CCC(CC1)C1=CC=CC=C1,,,,No 
NC(=O)C1CCN(CC1)C(=O)C1(CCCC1)C1=CC=C(Cl)C=C1,,,,No 
CN(CC1=CC=CC=C1Cl)C(=O)C1=CC=C(C=C1)N1CCC(C)=N1,,,,No 
CC1CCCC(C)N1C(=O)CN(C)C1CCC2=CC=CC=C12,,,,No 
FC1=CC=CC=C1C(=O)NC1=CC=CC(OC2CCCC2)=C1,,,,No 
COC1=CC=C(CC(=O)NC2=CC=CN=C2N2C=CC=N2)C=C1,,,,No 
BrC1=CC=C(CC(=O)NC2=CC=CC(=C2)C(=O)N2CCCC2)C=C1,,,,No 
CN1CCN(C(C1)C1=CC=CC=C1)C(=O)C1=CC2=CC=CC=C2N1,,,,No 
CC1=NOC(COC(=O)C2=NNC(=O)C3=CC=CC=C23)=N1,,,,No 
O=C(NC1CCC(CC1)C1=CC=CC=C1)C1=CC=CC2=NC=CC=C12,,,,No 
COC1=CC=C(CN2CCN(CC2)C(=O)CN2C(=O)OC3=CC=CC=C23)C(OC)=C1OC,,,,No 
CC1=C2N=C(NC(=O)CC3=CN4C=CSC4=N3)SC2=CC=C1,,,,No 
CC1CCCCN1C(=O)CN1CCN(CC1)C(=O)CCC1=CNC2=CC=CC=C12,,,,No 
CCN(C1CCCCC1)C(=O)CN1CCNC(=O)C1C1=C(C)N(N=C1C)C1=CC=CC=C1,,,,No 
OC1=NC2=CC=CC=C2C(=C1)C(=O)N1CCN(CC2=CSC(=N2)C2=CC=C(F)C=C2)CC1,,,,No 
NC(=O)C1CCN(CC1)C(=O)C1(CCCC1)C1=CC=C2OCCOC2=C1,,,,No 
ClC1=CC=C(C(=O)N2CCC3=CC=CC=C23)C(Cl)=C1,,,,No 
CC1(C)CC(CC(C)(C)N1)NC(=O)CCC1=C(NC2=CC=CC=C12)C1=CC=C(F)C=C1,,,,No 
CCOC1=CC=C(NC(=O)C2=NN(C(C)=N2)C2=CC=C(Cl)C=C2)C=C1,,,,No 
FC1=CC=C(C=C1F)C(=O)NCC1=CC=CN=C1N1CCOCC1,,,,No 
O=C(NC1CCN(CC2=CC=CC=C2)CC1)C1COC2=CC=CC=C2O1,,,,No 
CCOC1=CC=C(NC(=O)C2=C(C3CC3)N(N=C2)C2=CC=CC=C2)C=C1,,,,No 
O=C(CN1CCN(CC2=CN3C=CC=CC3=N2)CC1)NC1=CC=CC=C1OC1=CC=CC=C1,,,,No 
ClC1=CC(=CC(Cl)=C1)C(=O)N1CCC2=CC=CC=C12,,,,No 
O=C(NC1=CC=C(OCC2=CC=CC=C2)C=C1)C1=NN(C=C1)C1=CC=CC=C1,,,,No 
CN(C(=O)C1=CC=C(C=C1F)C1=CC=CC=C1OC(F)(F)F)C1=NC=CS1,,,,No 
ClC1=CC=C(C=C1)C(=O)N1CCC2=CC=CC=C12,,,,No 
CC1=CC2=CC(NC(=O)C3=CC=C(F)C=C3Cl)=CC=C2N1,,,,No 
COC1=CC=CC(=C1)N1CCN(CCN2C(=O)CCC2=O)CC1,,,,No 
CN1C=C(C(=O)N2CCN(CC3=CSC(=N3)C3=CC=C(F)C=C3)CC2)C2=CC=CC=C12,,,,No 
O=C(N1CCCC2=CC=CC=C12)C1=NOC(=C1)C1=CC=CC=C1,,,,No 
O=C(C1CN(C2CCCC2)C(=O)C1)N1CCC2=CC=CC=C2C1,,,,No 
O=C1CCCN1C1=CC=C(C=C1)S(=O)(=O)N1CCC(CC1)C1=NC2=CC=CC=C2N1,,,,No 
COC1=CC(OC)=C(NC(=O)C2=NN(C=C2)C2=CC=C(F)C=C2)C=C1Cl,,,,No 
FC(F)(F)C1=CC(=CC=C1Cl)S(=O)(=O)N1CCN(CC1)C(=O)C1CCOCC1,,,,No 
FC1=CC=C(CNS(=O)(=O)C2=CC=C3CCCC3=C2)C=C1,,,,No 
CC1=C(C(=O)NC2CCN(CC3=CC=CC=C3)CC2)C(C)=NO1,,,,No 
ClC1=CC=C(CN2CCN(CC2)C(=O)C2CCCC2)C=C1,,,,No 
CC1CN(CCO1)C(=O)CN1CC(OC2=CC=CC=C12)C(=O)N1CCCCC1,,,,No 
FC1=CC=C(C=C1)C(=O)NC1CCN(CC1)C(=O)C1=CC=NC=C1,,,,No 
O=C(NC1=CC=CN=C1N1C=CC=N1)C1=NC2=CC=CC=C2C=C1,,,,No 
CC1=CC=CC=C1NC(=O)CC1=NC(=CS1)C1=CC=CC(=C1)C(F)(F)F,,,,No 
FC1=CC=C(C(=O)NC2=CC=CC(NC(=O)C3=CC=CN=C3)=C2)C(Cl)=C1,,,,No 
COC1=CC(OC)=C(NC(=O)C2=CC(=NO2)C2=CC=CC=C2)C=C1Cl,,,,No 
CC(C)N=C1C=CC=CN1C(=O)C1=NN(C=C1)C1=CC=C(F)C=C1,,,,No 
CC(C)CN1CC(CC1=O)C(=O)N1CCN(CC1)C1=CC=CC=C1F,,,,No 
CC1=NN=C(SC2=C3C4=C(CCC4)SC3=NC(C)=N2)N1C1=CC=CC=C1C,,,,No 
O=C(N1CC(=O)NC2=CC=CC=C12)C1=CC=C(C=C1)C#N,,,,No 
CC1=CC=C2N=C(NC(=O)C3=CC(F)=C(F)C=C3Cl)SC2=C1,,,,No 
CC1=NC2=NC=C(C(=O)N3CCN(CC4=CC=CC=C4F)CC3)C(O)=C2C=C1,,,,No 
COC1=CC(CNC(=O)C23CC4CC(C2)CC(C4)(C3)C2=CC=CC=C2)=CC(OC)=C1OC,,,,No 
CC1=C(N=C(O1)C1=CC=CC=C1)C(=O)N1CCSC2=CC=C(Cl)C=C12,,,,No 
NC(=O)CN1CCC(CC1)NC(=O)CC1=CC=C2CCCCC2=C1,,,,No 
CC1CCCCC1NC(=O)C1=CC=C(C=C1)N1C(=O)CCC1=O,,,,No 
CN(CC1=CC=C(C)C=C1)C(=O)C1=CC=C(C=C1)N1CCCCC1=O,,,,No 
COC1=CC=C2C=C(NC2=C1)C(=O)N1CCC(CC1)C(=O)N1CCCC1,,,,No 
ClC1=CC=C2SCCN(C(=O)C3=CSC(=N3)C3=CSC=C3)C2=C1,,,,No 
ClC1=CC=C(N2N=CC(C(=O)NCC3=NN=C4CCCN34)=C2C2CC2)C(Cl)=C1,,,,No 
FC1=CC=C(CNC(=O)C2CCCN2C(=O)C2=CC(Cl)=CC(Cl)=C2)C=C1,,,,No 
COC1=CC=CC(=C1)C(=O)NC1=NC2=CC=CC=C2C=C1,,,,No 
NC(=O)C1CCN(CC2=CC=CC(NC(=O)CC3CC4CCC3C4)=C2)CC1,,,,No 
O=S(=O)(N1CCCCCC1)C1=CC=C2CCCC2=C1,,,,No 
O=C(NCC1(CC1)C1=CC=CC=C1)C1=CC=CC=C1S(=O)(=O)N1CCCCC1,,,,No 
FC1=CC=C(CC(=O)N2CCC3=CC=CC=C23)C=C1,,,,No 
O=C(NC1CCCCCC1)C1=CC=CC(=C1)S(=O)(=O)N1CCCCC1,,,,No 
CC1=CC=CC(=N1)C(=O)NCC1=CN2C=C(Cl)C=CC2=N1,,,,No 
COC1=CC=C(C)C=C1NC(=O)CN1CCC(CC1)NC(=O)C1=CC=C(F)C=C1,,,,No 
FC(F)(F)COC1=NC=CC=C1CNC(=O)C1=NNC(=O)C2=CC=CC=C12,,,,No 
ClC1=CC=C(C=C1Cl)C(=O)N1CCCC1C(=O)NC1CCCCC1,,,,No 
O=C(CCC1=CNC2=CC=CC=C12)N1CCCC1C1=CC=CN=C1,,,,No 
ClC1=CC=C(C=C1)C1=CC=C(S1)C(=O)N1CCN(CC1)C(=O)C1CC1,,,,No 
FC1=CC=C(C=C1)C1=CC=C(S1)C(=O)N1CC(=O)NC2=CC=CC=C12,,,,No 
CC(=O)NC(C1CCCC1)C(=O)N1CC(C2=CC=CC=C2)C2=CC=CC=C2C1,,,,No 
CC1CCC2=C(C1)C1=CC(=CC=C1N2)C(=O)NCC1=CC=C(NC(C)=O)C=C1,,,,No 
CC1=CC=C(Cl)C=C1N1CCN(CC1)C(=O)NCC1CCC1,,,,No 
O=C(NC1CCCC1)C1=CC=CC(=C1)S(=O)(=O)N1CCCCC1,,,,No 
ClC1=CC=C2OCC(=O)N(CC(=O)N3CCC(CC3)C3=CNC4=NC=CC=C34)C2=C1,,,,No 
FC1=CC=CC=C1N1CCN(CC1)C(=O)C1=CN(N=N1)C1=CC=CC=C1,,,,No 
O=C(CN1C(=O)OC2=CC=CC=C12)N1CCC(CC1)NC(=O)C1=CC=CC=C1,,,,No 
CC(N(C)C(=O)C1=CN(CC2=CC=CC=C2)N=C1)C1=CC2=CC=CC=C2O1,,,,No 
CCN(C(=O)C1=CC=C(OC)C=C1)C1=NC2=CC(Cl)=CC=C2S1,,,,No 
CC1=CC2=CC(NC(=O)C3=CC=CC(F)=C3)=CC=C2N1,,,,No 
CC1CC2=CC=CC=C2N1C(=O)C1=CC=CC=C1Cl,,,,No 
BrC1=CC=C(C=C1)C(=O)N1CCN(CC1)C(=O)C1CC1,,,,No 
ClC1=CC(NC(=O)C2CCCN2C(=O)C2=CC=CN=C2)=CC(Cl)=C1,,,,No 
CC1CC2=CC=CC=C2N1C(=O)C1=C(C)OC(=N1)C1=CC=CC=C1,,,,No 
CCC1=C(C=NN1C1=CC=CC=C1)C(=O)NC1=CC=CC2=CC=CN=C12,,,,No 
CCN1C(SC2=C3C(SC=C3C3=CC=CS3)=NC(C)=N2)=NN=C1C1=CC=CO1,,,,No 
ClC1=CC=CC(=C1)C(=O)N1CCC2=CC=CC=C12,,,,No 
CC1=CC=C(NC(=O)N2CCC3CCCCC3C2)C=C1F,,,,No 
CC(OC1=CC=CC=C1)C(=O)N1CCC2=CC=CC=C2C1,,,,No 
O=S(=O)(NC1CCCCC1)C1=CC=C2CCCC2=C1,,,,No 
ClC1=CC=CC=C1C1=CC=C(O1)C(=O)NCC1=NN=C2C=CC=CN12,,,,No 
CC1CCCCC1NC(=O)CC1=CC=C(C=C1)S(=O)(=O)N1CCCCC1,,,,No 
CN(C1CCCCC1)C(=O)C1=CC=C(C=C1)N1C(=O)CCC1=O,,,,No 
O=C(NC1CCCC1)C1=CC=CC(=C1)S(=O)(=O)N1CCCCCC1,,,,No 
CN1N=CC2=C1N=C(CSC1=NN=C(O1)C1=CC=CC=C1C)NC2=O,,,,No 
ClC1=CC=C2C=C(NC2=C1)C(=O)NC1=CC=C(C=C1)C(=O)N1CCCC1,,,,No 
O=S(CC1CCCC1)CC1=CC(=NO1)C1=CC=CC=C1,,,,No 
COC1=CC=C(CN2CCN(C)CC22CCCCC2)C=C1O,,,,No 
O=C(CN1CCN(CC2=NC3=CC=CC=C3N2)CC1)NC1CCCC1,,,,No 
CC(C)COC1=CC=CC(CN2CCC(CC2)N2CCCNC2=O)=C1,,,,No 
CC1=CC=C(C=C1)C1=NOC(NCCN2C=CN=C2)=N1,,,,No 
CS(=O)(=O)C1=CC=C(CNC(=O)N2CCC(C2)C2=CC=CC=C2)C=C1,,,,No 
CC(C)CC1=CC(=CC(O)=N1)C1=NC(=NO1)C1=CN=CC=N1,,,,No 
CC1=NN(C(=O)N1CC1=NOC(=C1)C1=CC=CS1)C(C)(C)C,,,,No 
OCCN1CCNC(=O)C1C1=CC=CC=C1C(F)(F)F,,,,No 
FC1=CC(F)=C(C(=O)NC2=CC=NC3=NC=NN23)C(F)=C1,,,,No 
CC(C)CC1=NN=C(NCC2=CN(N=C2)C2=CC=CC=C2)O1,,,,No 
CC1=CC=CC=C1CNC1=CC=CC=C1NC(=O)C1=CSC(=N1)C1=CC=CC=N1,,,,No 
O=C(NC1CCCCC1)N1CCCC(C1)N1CCNC1=O,,,,No 
CC1=NC(=CS1)C1=CC(=CS1)C(=O)NC1=C(ON=C1C)C1CC1,,,,No 
COC1=CC=C(C=C1)C1=CN=C(CN2C=CN=C2C(C)C)O1,,,,No 
FC1=CN=C(N=C1)N1CCN(CC2=NC3=CC=CC=C3N2)CC1,,,,No 
CN(C(=O)C1=CC=C2SC=CC2=C1)C1=CC=CN=C1N1CCCC1,,,,No 
FC(F)(F)C1=CC=CC=C1C1N(CCNC1=O)C(=O)C1CC1,,,,No 
CC1=C(NCC2=NC=CN2)C=NN1C1=CC=CC=C1F,,,,No 
CC1CN(CCS1(=O)=O)C1=CN=CC(=N1)N1C=CN=C1C,,,,No 
FC1=CC=C2OC(CN3CCC(CN4C=CN=N4)CC3)=CC2=C1,,,,No 
CC(NC1=CC=C(CC(=O)N2CCN(C)CC2)C=C1)C1(C)CC1,,,,No 
COC1=CC=CC(=C1)C1C(CCN1C1CC1)NC(=O)C1=CC(C)=NO1,,,,No 
O=C(NC1=C(C=CS1)C#N)C1=NC2=CC=CC=C2C=C1,,,,No 
OCC1CCCN1CC1=CC=CC=C1CNC1=NC=CN=C1C#N,,,,No 
CC1(CCCCN1C(=O)C1=CC2=CC(F)=CC=C2N=C1)C(N)=O,,,,No 
FC1=CC=CC(C(=O)NC2=CC=CC(=C2)N2C=CN=C2)=C1Cl,,,,No 
CN1C=C(N=C1Cl)S(=O)(=O)NC1=CC(C)=NN1C1=NC(C)=CC(C)=N1,,,,No 
CC1=NC2=C(C=NN2C(C)=C1)C1=NOC(=N1)C1CCN2C=NC=C2C1,,,,No 
NC(=O)CC1CCCN(CC2=CC=CC(=C2)C2=CC=CC=N2)C1,,,,No 
CCC1=NN(C)C(CC)=C1CNC1=CN=C2N(C)N=C(C)C2=C1,,,,No 
COC1=CC=C(C=C1)N1C=CC(=N1)C(=O)NC1=C2CCCC2=NN1C1=CC=CC=C1,,,,No 
CN1C(CCNS(=O)(=O)C2=CC(=C(F)C(C)=C2)[N+]([O-])=O)=NN=C1C1=CC=CC=C1,,,,No 
NC1=CC=NC(CN2C(=O)N(CC3=CC=CC=C3)C3=CC=NC=C23)=N1,,,,No 
FC1=CC=C(C(=O)NC2=CC(Cl)=CC3=C2OCC3)C(Cl)=C1,,,,No 
CN1C=NC(=C1NC(=O)C1=CC=CC(=C1)N1C=CN=N1)C1=CC=CC=C1,,,,No 
O=C(NC1=CC=C(N=C1)N1C=NC=N1)C1OCCC2=CC=CC=C12,,,,No 
OC1=CC=C(C=C1)S(=O)CC1=NOC(CC2=CC=C(Br)C=C2)=N1,,,,No 
CCC1=NN=C2C=CC(NC3CC(C)N(C3=O)C3=CC=CC=C3)=NN12,,,,No 
CC(C)S(=O)(=O)C1=CC=C(COC2=CC=C(CO)C=C2)C=C1,,,,No 
COC(=O)C1CCN(CC2=CC(Cl)=CC3=C2OCC3)CC1,,,,No 
OC(=O)CCC(=O)NC1=CC=C2N(CC3=CC=CC=C3)C(=O)N(CC3=CC=CC=C3)C2=N1,,,,No 
COC1=CC=CC(=C1)C1C(CCN1C1CC1)NC(=O)C1=C(C)C=CO1,,,,No 
Cl.Cl.CCC1=CC=C(C=C1)C1=NC(C)=C(S1)C(=O)N1CC[C@H](N)C1,,,,No 
NC(=O)CC1CCCN(CC2=CC=CC(OC3CCCC3)=C2)C1,,,,No 
FC1=CC(=CC(F)=C1F)C(=O)NCC1CN(C2CC2)C(=O)C1,,,,No 
OCC1CN(CCO1)C1=NN=C(CC2=CC=C(F)C=C2)S1,,,,No 
CN(C(=O)C1=NN(C=C1)C1=CC=C(F)C=C1C)C1=C(C)ON=C1C,,,,No 
CC(C1CC2=CC=CC=C2O1)N(C)CC1=CC=C(N1)C(=O)N(C)C,,,,No 
O=C1C=CC=CN1CC1=NC(=NO1)C1=CC=NC=C1,,,,No 
CC(C)C(=O)N1CCN(CC1)C1=CC=C(C=C1)C(N)=O,,,,No 
CC1=CC=C(N=C1)S(=O)CC1=CN2C=C(Cl)C=C(Cl)C2=N1,,,,No 
NC(=O)CCC1CCCN(CC2=CC(Cl)=CC3=C2OCC3)C1,,,,No 
CC(=O)NC1C(=O)N(CCC2=CC=CC=C2)C2=CC=CC=C12,,,,No 
ClC1=CC2=C(OCC2)C(CN2CCC(CC2)N2CCCNC2=O)=C1,,,,No 
CC1=NC2=NC=C(C(=O)NC3CC4=CC=CC=C4C3)C(O)=C2C=C1,,,,No 
CNC(=O)C1=CC=C(CNCC2=CC(Cl)=CC3=C2OCC3)C=C1,,,,No 
NC(=O)CC1CCCN(CC2=NC(=CS2)C2=CC=CC=C2)C1,,,,No 
CN1C2CCC1CN(CC2)C1=CC=C(N=N1)N1C=CC(C)=N1,,,,No 
CC1=CC=CC=C1C1=NC(CNC2=NC=CC=C2[N+]([O-])=O)=NO1,,,,No 
OCC1CCCN1CC1=CC=CC=C1CNC(=O)C1=CN=NS1,,,,No 
CN(C)C1=NC(CS(=O)CC2=CC=C(C=C2)N2C=CC=N2)=NS1,,,,No 
COC1=CC=C(F)C=C1CS(=O)CC1=CN2C=CC=C(C)C2=N1,,,,No 
CN1CCC2=CC=C(C=C12)C(=O)NC1CCN(C1)C1=NC=CC=C1F,,,,No 
CNC(=O)C1=CC=CC(OCC2=NN=C(S2)C2=CC=CC=C2)=C1,,,,No 
O=S(=O)(CC1=CC=CC=C1)NC1CC1C1=CC=CC=C1,,,,No 
NC(=O)N1CCC(CC1)NCC1=CC(Cl)=CC2=C1OCC2,,,,No 
CC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)NCC1=CC=C(O1)C(O)=O,,,,No 
Cl.Cl.CC(C)C1=CC=C(C=C1)C1=NC(=CS1)C(=O)N1CCC(N)C1,,,,No 
OCC1CCN(CC1)C1=CC=CC=C1NCC1=CN=C2N=CC=CN12,,,,No 
CC(C)(O)C1CCCN1C(=O)NC1=CC=CC=C1C1=CC=NC=C1,,,,No 
O=C(NC1=CC=C(OC2=CC=CN=C2)N=C1)C1=CC2=CC=CN=C2C=C1,,,,No 
O=C(NC(CC1CCC1)C1=CC=CC=C1)N1CCN2C(CNC2=O)C1,,,,No 
CC1=CC(=NN1C1=CC(C)=CC(C)=C1)C(=O)NC1=CC=C(N=C1)C(N)=O,,,,No 
OC(=O)C1=CC(=NC2=C(Br)C=CC=C12)C1=CC=CN=C1,,,,No 
OC1CCN(CC2=CC=CC=C2CNC(=O)C2=CN3C=CC=CC3=C2)C1,,,,No 
O=C(NC1=CC=C(C=C1)C(=O)NC1=NC=CS1)C1=COC=N1,,,,No 
CCC1=CC2=C(S1)N=C(CCN1C=NC3=CC=CC=C13)NC2=O,,,,No 
CC(C)N1CCC(CC1)NC1CCN(C)C1C1=CC=C(F)C=C1,,,,No 
O=C(NC1CCOC2(CCCCC2)C1)C1=C2C=CNC2=CC=C1,,,,No 
ClC1=CC=C(CC(=O)N2CCN(CC2)C(=O)C2CC2)C=C1Cl,,,,No 
COC1=CC(=CC(OC)=C1)C(=O)NCC1COC2=CC=CC=C2O1,,,,No 
CNC(=O)C1CN(CC2=CC(F)=CC3=CC=CN=C23)C2=CC=CC=C2O1,,,,No 
CN(C1CCCCC1)C(=O)CC1=CC=C(C=C1)S(=O)(=O)N1CCCCC1,,,,No 
COC1=CC=C(CC2=NN=C(O2)SC2=NC=C(C=C2Cl)C(F)(F)F)C=C1,,,,No 
CS(=O)(=O)C1=CC=C(C=C1)C(=O)NC1CCC(CC1)C1=CC=CC=C1,,,,No 
ClC1=CC=C(Cl)C(=C1)C(=O)N1CCCC1C(=O)N1CCC2=CC=CC=C2C1,,,,No 
O=C(CC1=NOC2=CC=CC=C12)NC1=CC=C(CN2C=NC=N2)C=C1,,,,No 
FC1=CC=C2NC(C(=O)N3CCN(CC3)S(=O)(=O)C3=CC=CC=C3)=C(Cl)C2=C1,,,,No 
CN(CC1=CC=C(O1)C1=CC=C(Cl)C=C1)C(=O)C1CCC1,,,,No 
CC(=O)N1CCC(CC1)(C(=O)NC1=CC=CC(=C1)C(F)(F)F)C1=CC=CC=C1,,,,No 
FC1=CC=CC=C1C(=O)N1CCN(CC1)C(=O)C1=NNC2=CC=CC=C12,,,,No 
COC1=CC(=CC(OC)=C1C)C(=O)NC1=CC=CC=C1C(=O)N1CCCCC1,,,,No 
CC1=NN2C(N=C(SC3=NN=C(O3)C3=CC=CC=C3C)C3=CC=CC=C23)=C1Cl,,,,No 
CN1C(COC2=CC=C(Cl)C=C2)=NC2=CC=CC=C12,,,,No 
CC1=NN(C(C)=C1C1N(CC2CCCCC2)CCNC1=O)C1=CC=CC=C1,,,,No 
CC(N1CCN(CC1)C1=CC=CC(=C1)C(F)(F)F)C(N)=O,,,,No 
